speaker,start_time,end_time,emotion,scores,text
MARISHA,03:16:36,03:16:38,Fear,"{'Anger': 0.0018234273884445429, 'Calm': 0.002858578460291028, 'Disgust': 0.00996125116944313, 'Fear': 0.6054263114929199, 'Happy': 0.3415171504020691, 'Neutral': 0.0032121671829372644, 'Sad': 0.025441216304898262, 'Surprised': 0.009759807027876377}",I just want it on a shirt!
LAURA,03:16:38,03:16:39,Happy,"{'Anger': 0.0028881102334707975, 'Calm': 0.006371749565005302, 'Disgust': 0.03721322491765022, 'Fear': 0.048233166337013245, 'Happy': 0.8609569072723389, 'Neutral': 0.007610619533807039, 'Sad': 0.01882336474955082, 'Surprised': 0.017902832478284836}",15.
TRAVIS,03:16:39,03:16:42,Sad,"{'Anger': 0.00028315416420809925, 'Calm': 0.005180492997169495, 'Disgust': 0.010164564475417137, 'Fear': 0.07030194252729416, 'Happy': 0.0012541894102469087, 'Neutral': 0.002187110483646393, 'Sad': 0.9085738658905029, 'Surprised': 0.0020547020249068737}","Help, it's again!"
ASHLEY,03:16:42,03:16:43,Fear,"{'Anger': 0.0007968830759637058, 'Calm': 0.0015077822608873248, 'Disgust': 0.0035411014687269926, 'Fear': 0.9281009435653687, 'Happy': 0.003730236552655697, 'Neutral': 0.0018466812325641513, 'Sad': 0.05857686325907707, 'Surprised': 0.001899400376714766}",You just gave up.
MARISHA,03:16:43,03:16:47,Sad,"{'Anger': 0.0005669569363817573, 'Calm': 0.005621324758976698, 'Disgust': 0.050182923674583435, 'Fear': 0.10793525725603104, 'Happy': 0.007309841923415661, 'Neutral': 0.0031198265496641397, 'Sad': 0.8225094676017761, 'Surprised': 0.002754384884610772}",Yeah. (exclaiming)
TALIESIN,03:16:47,03:16:48,Disgust,"{'Anger': 0.004399436060339212, 'Calm': 0.004480954259634018, 'Disgust': 0.5794520974159241, 'Fear': 0.14158441126346588, 'Happy': 0.16545529663562775, 'Neutral': 0.00472280103713274, 'Sad': 0.09310021251440048, 'Surprised': 0.006804781034588814}",No.
SAM,03:16:48,03:16:49,Fear,"{'Anger': 0.0017478801310062408, 'Calm': 0.008190473541617393, 'Disgust': 0.03768870234489441, 'Fear': 0.5516483187675476, 'Happy': 0.20851847529411316, 'Neutral': 0.005851162131875753, 'Sad': 0.16886195540428162, 'Surprised': 0.017493121325969696}","Oh, poor Taliesin."
MATT,03:16:49,03:17:04,Disgust,"{'Anger': 0.006301163695752621, 'Calm': 0.0022582244127988815, 'Disgust': 0.9365108013153076, 'Fear': 0.009510478004813194, 'Happy': 0.027387836948037148, 'Neutral': 0.002602074993774295, 'Sad': 0.01135171577334404, 'Surprised': 0.004077702295035124}","Jester, as you're, pulling and pulling he's still being dragged down into the muck beneath, you did not part the water here, so you do not know what's beneath there visually, but you know what's beneath there. And you watch as Caduceus, the pain begins to set in as the crushing, and biting, begins to hit."
TALIESIN,03:17:04,03:17:05,Disgust,"{'Anger': 0.0012609385885298252, 'Calm': 0.0072813741862773895, 'Disgust': 0.5651372075080872, 'Fear': 0.019294871017336845, 'Happy': 0.0037088606040924788, 'Neutral': 0.005746105220168829, 'Sad': 0.3928515613079071, 'Surprised': 0.004719124641269445}",Ow!
SAM,03:17:05,03:17:09,Sad,"{'Anger': 0.0017948845634236932, 'Calm': 0.004357863217592239, 'Disgust': 0.25486692786216736, 'Fear': 0.3199905753135681, 'Happy': 0.03341764584183693, 'Neutral': 0.0036553312093019485, 'Sad': 0.3771187961101532, 'Surprised': 0.004798008129000664}","Hello, McFarlane? Start working on the next one. (laughter)"
TALIESIN,03:17:09,03:17:13,Sad,"{'Anger': 0.0002569115022197366, 'Calm': 0.004498605616390705, 'Disgust': 0.008999120444059372, 'Fear': 0.06070912629365921, 'Happy': 0.0010532145388424397, 'Neutral': 0.0022264234721660614, 'Sad': 0.9207460880279541, 'Surprised': 0.0015105879865586758}",Not funny. Not funny. (laughter) I thought it was a save!
MATT,03:17:13,03:17:17,Fear,"{'Anger': 0.003032053355127573, 'Calm': 0.007597941439598799, 'Disgust': 0.2515731453895569, 'Fear': 0.29738450050354004, 'Happy': 0.23678058385849, 'Neutral': 0.005875099916011095, 'Sad': 0.1799030601978302, 'Surprised': 0.017853613942861557}",You take 11 points of piercing damage.
ASHLEY,03:17:17,03:17:18,Disgust,"{'Anger': 0.0015902674058452249, 'Calm': 0.0035878245253115892, 'Disgust': 0.7025527954101562, 'Fear': 0.028616884723305702, 'Happy': 0.004829836077988148, 'Neutral': 0.003366021439433098, 'Sad': 0.25314754247665405, 'Surprised': 0.002308845752850175}",Oh no!
ASHLEY,03:17:18,03:17:20,Happy,"{'Anger': 0.00437539117410779, 'Calm': 0.0025860616005957127, 'Disgust': 0.006457538343966007, 'Fear': 0.01040656492114067, 'Happy': 0.9592363238334656, 'Neutral': 0.0033541449811309576, 'Sad': 0.0013233307981863618, 'Surprised': 0.012260648421943188}",Can I? Can we try the?
MATT,03:17:20,03:17:22,Happy,"{'Anger': 0.0034997775219380856, 'Calm': 0.0017373824957758188, 'Disgust': 0.0034313625656068325, 'Fear': 0.011192369274795055, 'Happy': 0.9706153273582458, 'Neutral': 0.0026857343036681414, 'Sad': 0.0010418728925287724, 'Surprised': 0.005796145647764206}",You can go ahead and try again.
ASHLEY,03:17:22,03:17:23,Happy,"{'Anger': 0.009788796305656433, 'Calm': 0.007944615557789803, 'Disgust': 0.009810230694711208, 'Fear': 0.02378620207309723, 'Happy': 0.7961374521255493, 'Neutral': 0.005096819717437029, 'Sad': 0.0026534609496593475, 'Surprised': 0.1447823941707611}","Okay, okay."
MATT,03:17:23,03:17:25,Happy,"{'Anger': 0.02075531892478466, 'Calm': 0.011542180553078651, 'Disgust': 0.09440034627914429, 'Fear': 0.06864064931869507, 'Happy': 0.6314634084701538, 'Neutral': 0.10305130481719971, 'Sad': 0.055425044149160385, 'Surprised': 0.01472169067710638}","So now Yasha and Jester, you can both make checks."
MATT,03:17:25,03:17:28,Disgust,"{'Anger': 0.007056188769638538, 'Calm': 0.0034499408211559057, 'Disgust': 0.8645020127296448, 'Fear': 0.006593064405024052, 'Happy': 0.088016577064991, 'Neutral': 0.012007464654743671, 'Sad': 0.014624375849962234, 'Surprised': 0.003750439966097474}",Instead of Caduceus making his own check. Since you are both now to him.
ASHLEY,03:17:28,03:17:31,Happy,"{'Anger': 0.0044581289403140545, 'Calm': 0.00339637347497046, 'Disgust': 0.0080154649913311, 'Fear': 0.009726487100124359, 'Happy': 0.9492176175117493, 'Neutral': 0.005609478801488876, 'Sad': 0.0018780514365062118, 'Surprised': 0.01769838109612465}","Seven-- sorry, 18."
MATT,03:17:31,03:17:32,Happy,"{'Anger': 0.005635836161673069, 'Calm': 0.0011137272231280804, 'Disgust': 0.0034821671433746815, 'Fear': 0.005840036552399397, 'Happy': 0.9769920110702515, 'Neutral': 0.004846886731684208, 'Sad': 0.0008954508230090141, 'Surprised': 0.0011938894167542458}",18?
LAURA,03:17:32,03:17:34,Sad,"{'Anger': 0.0003345792065374553, 'Calm': 0.003738505532965064, 'Disgust': 0.04795286804437637, 'Fear': 0.030085105448961258, 'Happy': 0.0033519784919917583, 'Neutral': 0.006427358370274305, 'Sad': 0.9071007370948792, 'Surprised': 0.001008939347229898}",Mine's less than my first time.
MATT,03:17:34,03:17:52,Disgust,"{'Anger': 0.0068930345587432384, 'Calm': 0.0025594295002520084, 'Disgust': 0.8766222596168518, 'Fear': 0.010950026102364063, 'Happy': 0.07756165415048599, 'Neutral': 0.00595687935128808, 'Sad': 0.0170004740357399, 'Surprised': 0.0024561830796301365}","Okay. Between the two of you, Yasha mainly being the savior in this point, but between the two of you, you each grab an arm, and (grunting) yank Caduceus out a second time. You don't quite fall as deep into this one quagmire, but the frustration's definitely filled in."
TALIESIN,03:17:52,03:17:55,Sad,"{'Anger': 0.0005767049151472747, 'Calm': 0.004980423953384161, 'Disgust': 0.019641444087028503, 'Fear': 0.4683692157268524, 'Happy': 0.01913333125412464, 'Neutral': 0.003909518476575613, 'Sad': 0.47856706380844116, 'Surprised': 0.004822296556085348}",I'm not built for this. (laughter) I was not built for this.
LIAM,03:17:55,03:17:57,Disgust,"{'Anger': 0.003339572576805949, 'Calm': 0.004439919255673885, 'Disgust': 0.8437774181365967, 'Fear': 0.026590656489133835, 'Happy': 0.04977558180689812, 'Neutral': 0.00475317845121026, 'Sad': 0.06123518571257591, 'Surprised': 0.006088487803936005}","Well, that's the other foot gone."
TRAVIS,03:17:57,03:17:59,Fear,"{'Anger': 0.0013983037788420916, 'Calm': 0.0015066759660840034, 'Disgust': 0.003601050702854991, 'Fear': 0.8899780511856079, 'Happy': 0.08578236401081085, 'Neutral': 0.0014855361077934504, 'Sad': 0.01054536271840334, 'Surprised': 0.005702737253159285}","Help, it's again!"
TALIESIN,03:17:59,03:18:03,Disgust,"{'Anger': 0.0020615935791283846, 'Calm': 0.0034149284474551678, 'Disgust': 0.4397808313369751, 'Fear': 0.2016202062368393, 'Happy': 0.02838616818189621, 'Neutral': 0.005174767691642046, 'Sad': 0.31648415327072144, 'Surprised': 0.003077387809753418}","This is first time I've been in nature and gone, ""This is gross."""
ASHLEY,03:18:03,03:18:04,Sad,"{'Anger': 0.00032882089726626873, 'Calm': 0.003718393389135599, 'Disgust': 0.018129698932170868, 'Fear': 0.10735873878002167, 'Happy': 0.0018595396541059017, 'Neutral': 0.002509016776457429, 'Sad': 0.864168643951416, 'Surprised': 0.0019271507626399398}",No!
TALIESIN,03:18:04,03:18:06,Disgust,"{'Anger': 0.002347109140828252, 'Calm': 0.002733570756390691, 'Disgust': 0.9049495458602905, 'Fear': 0.008982334285974503, 'Happy': 0.013566160574555397, 'Neutral': 0.0072733634151518345, 'Sad': 0.05825352296233177, 'Surprised': 0.0018944267649203539}","This is just, it's in my boots."
ASHLEY,03:18:06,03:18:07,Sad,"{'Anger': 0.0002154564281227067, 'Calm': 0.004114413633942604, 'Disgust': 0.0039615752175450325, 'Fear': 0.08702294528484344, 'Happy': 0.0009094004053622484, 'Neutral': 0.003321542637422681, 'Sad': 0.8990250825881958, 'Surprised': 0.0014296162407845259}",Oh no!
TALIESIN,03:18:07,03:18:10,Sad,"{'Anger': 0.0005204862100072205, 'Calm': 0.005941897630691528, 'Disgust': 0.11444368958473206, 'Fear': 0.024895580485463142, 'Happy': 0.0019338345155119896, 'Neutral': 0.0040651471354067326, 'Sad': 0.8461331725120544, 'Surprised': 0.0020662189926952124}","It's just in my boots, and I can smell it."
LAURA,03:18:10,03:18:13,Sad,"{'Anger': 0.0010438162134960294, 'Calm': 0.0034117908217012882, 'Disgust': 0.1064271628856659, 'Fear': 0.33004963397979736, 'Happy': 0.04160178080201149, 'Neutral': 0.005655402317643166, 'Sad': 0.5090233683586121, 'Surprised': 0.002787010744214058}","How much damage did you take, Caduceus?"
TALIESIN,03:18:13,03:18:16,Disgust,"{'Anger': 0.002811010926961899, 'Calm': 0.0015980139141902328, 'Disgust': 0.9608249664306641, 'Fear': 0.003509277943521738, 'Happy': 0.00929156132042408, 'Neutral': 0.0056864190846681595, 'Sad': 0.015089130029082298, 'Surprised': 0.0011896468931809068}",I am 12 points of damage down.
LAURA,03:18:16,03:18:18,Sad,"{'Anger': 0.00018885481404140592, 'Calm': 0.0033869848120957613, 'Disgust': 0.0109963184222579, 'Fear': 0.0596788115799427, 'Happy': 0.0016892437124624848, 'Neutral': 0.0036777029745280743, 'Sad': 0.9192917346954346, 'Surprised': 0.0010902895592153072}",I don't know if I have any healing spells prepared!
SAM,03:18:18,03:18:19,Sad,"{'Anger': 0.0003777653619181365, 'Calm': 0.005048823077231646, 'Disgust': 0.02277623862028122, 'Fear': 0.1766158938407898, 'Happy': 0.003015297232195735, 'Neutral': 0.0025840369053184986, 'Sad': 0.7861670255661011, 'Surprised': 0.0034149030689150095}",Of course not!
LAURA,03:18:19,03:18:25,Fear,"{'Anger': 0.0009820694103837013, 'Calm': 0.0008512806962244213, 'Disgust': 0.004203935619443655, 'Fear': 0.9524591565132141, 'Happy': 0.023382550105452538, 'Neutral': 0.0011585998581722379, 'Sad': 0.015037387609481812, 'Surprised': 0.001925117801874876}",Oh wait! I have Healing Word!
TALIESIN,03:18:25,03:18:26,Neutral,"{'Anger': 0.0009581439662724733, 'Calm': 0.004852026700973511, 'Disgust': 0.020880261436104774, 'Fear': 0.019884293898940086, 'Happy': 0.015054458752274513, 'Neutral': 0.6762012243270874, 'Sad': 0.2613389194011688, 'Surprised': 0.000830710690934211}","That, I mean."
LAURA,03:18:26,03:18:28,Sad,"{'Anger': 0.00031169853173196316, 'Calm': 0.0033781742677092552, 'Disgust': 0.010135751217603683, 'Fear': 0.17825929820537567, 'Happy': 0.0020379468332976103, 'Neutral': 0.0030981842428445816, 'Sad': 0.8014817237854004, 'Surprised': 0.0012973382836207747}","Yeah, I'm going to cast Healing Word on him."
MATT,03:18:28,03:18:31,Sad,"{'Anger': 0.000930165289901197, 'Calm': 0.005367932375520468, 'Disgust': 0.34639495611190796, 'Fear': 0.03478575125336647, 'Happy': 0.003887712489813566, 'Neutral': 0.004684776067733765, 'Sad': 0.6012527346611023, 'Surprised': 0.0026959730312228203}",Okay. (laughter)
LAURA,03:18:31,03:18:33,Fear,"{'Anger': 0.0014560462441295385, 'Calm': 0.0011093009961768985, 'Disgust': 0.02484755590558052, 'Fear': 0.8942369818687439, 'Happy': 0.02015845663845539, 'Neutral': 0.001461390289478004, 'Sad': 0.054980140179395676, 'Surprised': 0.001750173163600266}",Get better!
TALIESIN,03:18:33,03:18:35,Happy,"{'Anger': 0.0021045790053904057, 'Calm': 0.0017297553131356835, 'Disgust': 0.004358932841569185, 'Fear': 0.1520320177078247, 'Happy': 0.8258318901062012, 'Neutral': 0.003554461058229208, 'Sad': 0.006188962142914534, 'Surprised': 0.004199481103569269}",Okay.
ASHLEY,03:18:35,03:18:37,Sad,"{'Anger': 0.00027788273291662335, 'Calm': 0.0040144347585737705, 'Disgust': 0.021225718781352043, 'Fear': 0.0354120098054409, 'Happy': 0.0010905227391049266, 'Neutral': 0.0023270277306437492, 'Sad': 0.934328556060791, 'Surprised': 0.0013238901738077402}","Help, it's again."
MARISHA,03:18:37,03:18:42,Sad,"{'Anger': 0.0004883325309492648, 'Calm': 0.0070032537914812565, 'Disgust': 0.09599661827087402, 'Fear': 0.014950064942240715, 'Happy': 0.0013317251577973366, 'Neutral': 0.0033993253018707037, 'Sad': 0.8747859001159668, 'Surprised': 0.0020447424612939358}",The Mylar ballon of spells. (laughter)
LAURA,03:18:42,03:18:43,Disgust,"{'Anger': 0.00965485442429781, 'Calm': 0.0046073272824287415, 'Disgust': 0.835795521736145, 'Fear': 0.047452040016651154, 'Happy': 0.056939270347356796, 'Neutral': 0.0022398647852241993, 'Sad': 0.02076921984553337, 'Surprised': 0.022541822865605354}",Eight points!
SAM,03:18:43,03:18:45,Happy,"{'Anger': 0.005018820054829121, 'Calm': 0.019036881625652313, 'Disgust': 0.25162097811698914, 'Fear': 0.08066248893737793, 'Happy': 0.4880141019821167, 'Neutral': 0.012064195238053799, 'Sad': 0.09783840924501419, 'Surprised': 0.045744072645902634}","Hey, that's pretty good!"
ASHLEY,03:18:45,03:18:47,Sad,"{'Anger': 0.0017560397973284125, 'Calm': 0.005453830119222403, 'Disgust': 0.04189144819974899, 'Fear': 0.29902368783950806, 'Happy': 0.2982516586780548, 'Neutral': 0.017988387495279312, 'Sad': 0.3325083255767822, 'Surprised': 0.0031265695579349995}","Yay, look at that!"
TALIESIN,03:18:47,03:18:52,Happy,"{'Anger': 0.0033024579752236605, 'Calm': 0.005568045657128096, 'Disgust': 0.03308439627289772, 'Fear': 0.04478277638554573, 'Happy': 0.8689371347427368, 'Neutral': 0.005686717573553324, 'Sad': 0.010076180100440979, 'Surprised': 0.02856229618191719}","I'm over-- I'm triple digits again, that's all I really want. My boots are disgusting."
LIAM,03:18:52,03:18:54,Sad,"{'Anger': 0.0004979250370524824, 'Calm': 0.005176999140530825, 'Disgust': 0.09906632453203201, 'Fear': 0.024402355775237083, 'Happy': 0.0018379881512373686, 'Neutral': 0.004000894259661436, 'Sad': 0.8632945418357849, 'Surprised': 0.0017229882068932056}","Triple digits, wow."
LAURA,03:18:54,03:18:55,Fear,"{'Anger': 0.0009994400897994637, 'Calm': 0.002376729156821966, 'Disgust': 0.04322852939367294, 'Fear': 0.7917246222496033, 'Happy': 0.01946871168911457, 'Neutral': 0.0016374568222090602, 'Sad': 0.1360240876674652, 'Surprised': 0.004540483932942152}",Yeah.
TALIESIN,03:18:55,03:18:57,Sad,"{'Anger': 0.0005347671103663743, 'Calm': 0.004956191871315241, 'Disgust': 0.07448939234018326, 'Fear': 0.08048541843891144, 'Happy': 0.002860951703041792, 'Neutral': 0.0027019300032407045, 'Sad': 0.8309999704360962, 'Surprised': 0.002971424488350749}",Live that dream!
LAURA,03:18:57,03:18:59,Fear,"{'Anger': 0.0004722168087027967, 'Calm': 0.0038068739231675863, 'Disgust': 0.0058465078473091125, 'Fear': 0.6433118581771851, 'Happy': 0.006963867694139481, 'Neutral': 0.002701052464544773, 'Sad': 0.3326316475868225, 'Surprised': 0.00426587974652648}","Maybe-- Hey, maybe Caleb?"
LIAM,03:18:59,03:19:00,Fear,"{'Anger': 0.0016219675308093429, 'Calm': 0.0013216744409874082, 'Disgust': 0.0017721970798447728, 'Fear': 0.933555543422699, 'Happy': 0.04845809563994408, 'Neutral': 0.0014726362423971295, 'Sad': 0.007066837511956692, 'Surprised': 0.004730938468128443}",(hooting)
LAURA,03:19:00,03:19:03,Fear,"{'Anger': 0.000713731802534312, 'Calm': 0.0010734598618000746, 'Disgust': 0.0028384942561388016, 'Fear': 0.9455397129058838, 'Happy': 0.021383099257946014, 'Neutral': 0.0017891568131744862, 'Sad': 0.024823157116770744, 'Surprised': 0.0018391854828223586}",Maybe you should just pick up Caduceus? You can carry at least--
SAM,03:19:03,03:19:06,Sad,"{'Anger': 0.0015802377602085471, 'Calm': 0.0049119009636342525, 'Disgust': 0.0791669636964798, 'Fear': 0.21849244832992554, 'Happy': 0.18079949915409088, 'Neutral': 0.023042822256684303, 'Sad': 0.4895021915435791, 'Surprised': 0.0025039920583367348}","Yeah, it's true."
LIAM,03:19:06,03:19:08,Sad,"{'Anger': 0.00036615083809010684, 'Calm': 0.0034100511111319065, 'Disgust': 0.008877433836460114, 'Fear': 0.14280396699905396, 'Happy': 0.0011981175048276782, 'Neutral': 0.0027046797331422567, 'Sad': 0.8391150236129761, 'Surprised': 0.0015245653921738267}",(whooshing)
TALIESIN,03:19:08,03:19:15,Disgust,"{'Anger': 0.0038874053861945868, 'Calm': 0.006322507280856371, 'Disgust': 0.6070892214775085, 'Fear': 0.07569199800491333, 'Happy': 0.022544480860233307, 'Neutral': 0.009033231995999813, 'Sad': 0.2698214054107666, 'Surprised': 0.0056097968481481075}","I would've commented on some humility issues here, but that's gone now after the second one. I just don't want that to happen again."
LIAM,03:19:15,03:19:16,Sad,"{'Anger': 0.0019108110573142767, 'Calm': 0.006339633837342262, 'Disgust': 0.08535899221897125, 'Fear': 0.22300224006175995, 'Happy': 0.033354636281728745, 'Neutral': 0.016587182879447937, 'Sad': 0.6305860877037048, 'Surprised': 0.0028604331891983747}",Caleb is starting to pull him up.
MATT,03:19:16,03:19:23,Disgust,"{'Anger': 0.0039522829465568066, 'Calm': 0.0044115823693573475, 'Disgust': 0.8225443363189697, 'Fear': 0.0353444367647171, 'Happy': 0.048329345881938934, 'Neutral': 0.005548992659896612, 'Sad': 0.07484947144985199, 'Surprised': 0.00501954136416316}","Yeah, Caduceus stands there, his shoulder slump for a minute, before the giant owl just picks him up and lifts him out."
TALIESIN,03:19:23,03:19:24,Fear,"{'Anger': 0.0006133306887932122, 'Calm': 0.0019334309035912156, 'Disgust': 0.01397080160677433, 'Fear': 0.7808944582939148, 'Happy': 0.015603038482367992, 'Neutral': 0.0026506816502660513, 'Sad': 0.1822551190853119, 'Surprised': 0.0020791494753211737}",I'm letting it happen.
